sci_fig,caption,inline_reference,metadata,label,acl_paper_id
2019.jeptalnrecital-tia.5.pdf-Figure3.png,Figure 3: Entropies of specification structure and of reference graphs,"[u'. figure 3 shows the barplot of the entropies of the six domains, with the bars from left to right showing: nucleus-oriented specification entropy of terminology, determinant-oriented specification entropy of terminology, entropy of er specification graph, nucleus-oriented entropy of ba specification graph, determinantoriented entropy of ba specification graph, entropy of ws specification graph.', u'. figure 3 , we can observe that, in all the domains, entropies of both nucleus-oriented and determinant-oriented specification structures of terminologies are smaller than the entropies of er, determinant-oriented ba and ws graphs.']",2019.jeptalnrecital-tia.5deepfigures-results.json,bar charts,2019.jeptalnrecital-tia.5
2020.acl-demos.20.pdf-Figure2.png,Figure 2: BLEU scores for Finnish-English translation models trained with data that is pruned based on different ranking orders. The reported BLEU values show the mean of six translation models. The 100-mark bar shows the score when using the whole ParaCrawl corpus for training.,[u'. figure 2 provides an overview of the results for finnish to english.'],2020.acl-demos.20deepfigures-results.json,bar charts,2020.acl-demos.20
2020.acl-demos.20.pdf-Figure3.png,Figure 3: BLEU scores for English-Finnish translation models.,[],2020.acl-demos.20deepfigures-results.json,bar charts,2020.acl-demos.20
2020.acl-demos.32.pdf-Figure3.png,Figure 3: Example of the distribution of the techniques as used by two media and on two different topics. Note that the scales are different.,"[u""and doubt, whereas Fox News has a higher preference for flag waving and slogans. Next, Figure 3c shows the propaganda techniques used by Fox News when covering the Khashoggi's Murder, which has"", u""covering the Khashoggi's Murder, which has a very similar technique distribution to the plot in Figure 3b .""]",2020.acl-demos.32deepfigures-results.json,bar charts,2020.acl-demos.32
2020.acl-main.113.pdf-Figure3.png,Figure 3: Distribution of DA scores for Estonian-English 1K and English-Czech datasets,[u'. figure 3 shows the distribution of da scores for estonian-english 1k and english-czech datasets.'],2020.acl-main.113deepfigures-results.json,bar charts,2020.acl-main.113
2020.acl-main.117.pdf-Figure2.png,Figure 2: Number of white space separated tokens in training questions (title plus body.) and answers (for answerable questions only). The bin at 200 also contains all questions longer than 200 tokens.,[],2020.acl-main.117deepfigures-results.json,bar charts,2020.acl-main.117
2020.acl-main.117.pdf-Figure3.png,Figure 3: Number of white space separated tokens in devtest questions (title plus body) and answers (for answerable questions only).,[],2020.acl-main.117deepfigures-results.json,bar charts,2020.acl-main.117
2020.acl-main.123.pdf-Figure3.png,Figure 3: The distribution of the support scores on the English Gigaword dataset.,[],2020.acl-main.123deepfigures-results.json,bar charts,2020.acl-main.123
2020.acl-main.123.pdf-Figure4.png,Figure 4: The distribution of the support scores on JAMUL.,[],2020.acl-main.123deepfigures-results.json,bar charts,2020.acl-main.123
2020.acl-main.151.pdf-Figure1.png,"Figure 1: Average results of our best-performing metric, together with reference-based BLEU on WMT17.",[],2020.acl-main.151deepfigures-results.json,bar charts,2020.acl-main.151
2020.acl-main.158.pdf-Figure5.png,"Figure 5: Evaluation results on all models, split across test suite circuits.","[u'We show the circuit-level breakdown of absolute SG scores for all models (including off-the-shelf) in Figure 5 . In general, the models that obtain high SG scores on average (as in']",2020.acl-main.158deepfigures-results.json,bar charts,2020.acl-main.158
2020.acl-main.158.pdf-Figure6.png,"Figure 6: SG score on the pairs of test suites with and without intervening modifiers: Center Embedding, Cleft, MVRR, NPZ-Ambiguous, and NPZ-Object.","[u""In Figure 6 we plot models' average scores on these five test suites (dark bars) and their minimally""]",2020.acl-main.158deepfigures-results.json,bar charts,2020.acl-main.158
2020.acl-main.159.pdf-Figure1.png,Figure 1: Plural class productions by item.,"[u'; roughly 80% of its productions are /-e/, relative to 45% of speaker productions (Figure 1) . In contrast, the model rarely predicts /-(e)n/, which speakers use 30% of the time.']",2020.acl-main.159deepfigures-results.json,bar charts,2020.acl-main.159
2020.acl-main.159.pdf-Figure2.png,Figure 2: Distribution of plural classes by rank in ED model output.,[u'. figure 2 shows the distribution of plural classes in the top 5 most likely forms predicted by the model for each m95 word.'],2020.acl-main.159deepfigures-results.json,bar charts,2020.acl-main.159
2020.acl-main.164.pdf-Figure4.png,"Figure 4: Number of votes expert raters made for each label as a function of number of tokens observed. As raters observe more tokens, their predictions become more confident.","[u"". figure 4 shows that 'possibly human' is by far the most frequent answer upon observing 16 tokens, and as more tokens are observed raters gravitate towards 'definitely human' or 'definitely machine."", u'. figure 4 also shows how raters for the most part default to guessing short excerpts are human-written, and as the excerpts are extended, raters use the extra evidence available to revise their guess.']",2020.acl-main.164deepfigures-results.json,bar charts,2020.acl-main.164
2020.acl-main.169.pdf-Figure2.png,Figure 2: Probability of occurrence for 10 of the most common 30 words in the P0 and P9 data buckets,[],2020.acl-main.169deepfigures-results.json,bar charts,2020.acl-main.169
2020.acl-main.181.pdf-Figure2.png,"Figure 2: Accuracies of predictors on AAN triples in the held-out test data, with 95% confidence intervals shown.","[u'our predictors in predicting held-out adjective orders in the Common Crawl test set, visualized in Figure 2a . We find that the pattern of results depends on whether predictors are estimated based', u'and visualized in Figure 2b . When estimating based on wordforms, the best predictors are subjectivity and PMI, although the']",2020.acl-main.181deepfigures-results.json,bar charts,2020.acl-main.181
2020.acl-main.193.pdf-Figure4.png,Figure 4: Performance of CONNET variants of decoupling phase (DP) and aggregation phase (AP).,[],2020.acl-main.193deepfigures-results.json,bar charts,2020.acl-main.193
2020.acl-main.197.pdf-Figure2.png,Figure 2: Score breakdown by degree of agreement.,[u'same; 4) 3/1/1 three annotations are the same and the other two annotations are different. Figure 2 summarizes the results in terms of both accuracy and KL-divergence:'],2020.acl-main.197deepfigures-results.json,bar charts,2020.acl-main.197
2020.acl-main.199.pdf-Figure3.png,"Figure 3: Results on Science (Eurovoc) domain: The average Precision, Recall and F-score values and their standard error values. It is clear that addition of Residual Layer and SC Layer lowers the variance of the results.","[u'. furthermore, in figure 3 , we randomly choose science (eurovoc) domain as the one to report the error-bars (corresponding to the standard-deviation values) for our experiments.']",2020.acl-main.199deepfigures-results.json,bar charts,2020.acl-main.199
2020.acl-main.201.pdf-Figure2.png,"Figure 2: Train and test accuracy (P@1) for BLI on MUSE; Projection-based CLWE underfit the training dictionary (gray), but retrofitting to the training dictionary overfits (pink). Adding a synthetic dictionary balances between training and test accuracy (orange).","[u'. in practice, we use a non-zero  for regularization, but the updated clwe still have perfect training bli accuracy (figure 2 ).', u'We first compare BLI accuracy on both training and test dictionaries (Figure 2 ). We use CSLS to translate words with default parameters. The original projection-based CLWE have']",2020.acl-main.201deepfigures-results.json,bar charts,2020.acl-main.201
2020.acl-main.201.pdf-Figure3.png,"Figure 3: For each CLWE, we report accuracy for document classification (left) and unlabeled attachment score (UAS) for dependency parsing (right). Compared to the original embeddings (gray), retrofitting to the training dictionary (pink) improves average downstream task scores, confirming that fully exploiting the training dictionary helps downstream tasks. Adding a synthetic dictionary (orange) further improves test accuracy in some languages.","[u'Dependency parsing with RCSLS Figure 3 : For each CLWE, we report accuracy for document classification (left) and unlabeled attachment score', u""Although training dictionary retrofitting lowers BLI test accuracy, it improves both downstream tasks' test accuracy (Figure 3 ). This confirms that over-optimizing the test BLI accuracy can hurt downstream tasks because training""]",2020.acl-main.201deepfigures-results.json,bar charts,2020.acl-main.201
2020.acl-main.210.pdf-Figure6.png,Figure 6: Number of annotations by frequent annotators,[],2020.acl-main.210deepfigures-results.json,bar charts,2020.acl-main.210
2020.acl-main.217.pdf-Figure2.png,"Figure 2: Performance of all models relative to Baseline Cascade ( = 0) across our 3 resource conditions. Cascaded models in orange, end-to-end models in purple. Our proposed models yield improvements across all three conditions, with a widening margin under low-resource conditions for the phone cascade.","[u"". our phone end-to-end model not only shows less of a decrease in performance across figure 2 : performance of all models relative to 'baseline cascade' ( = 0) across our 3 resource conditions."", u'. the phone cascade performs still better, with marked improvements across all conditions over all other models (see figure 2 ).', u'. our hybrid cascade uses an asr model with phone-informed downsampling and bpe targets   ably compared to phone featured models -as shown in figure 2 , both the phone cascade and phone end-to-end models outperform the hybrid cascade at lower-resource conditions, by up to 10 bleu at 20 hours.']",2020.acl-main.217deepfigures-results.json,bar charts,2020.acl-main.217
2020.acl-main.217.pdf-Figure3.png,Figure 3: Phone Cascade Robustness: using phone labels in place of BPE as the text source for downstream MT. Comparing performance across our three data conditions and phone label qualities.,"[u'. figure 3 compares the impact of phone quality on the performance of phone cascades trained on our high, medium, and low-resource conditions.', u'. figure 3 : phone cascade robustness: using phone labels in place of bpe as the text source for downstream mt.', u"". for the phone cascade models compared in figure 3 , we collapse adjacent consecutive phones with the same label,  when three consecutive frames have been aligned to the same phone label 'b b b' we have reduced the sequence to a single phone 'b' for translation.""]",2020.acl-main.217deepfigures-results.json,bar charts,2020.acl-main.217
2020.acl-main.217.pdf-Figure4.png,Figure 4: Phone End-to-End Robustness: trainable embeddings for phone labels are concatenated to framelevel filterbank features. Comparing performance across three data conditions and phone label qualities.,"[u"". figure 4 compares the results of these factored models using phone features of differing qualities, with 'gold' alignments as an upper bound."", u'phone cascade and speech features of the baseline end-to-end model, but unlike the phone cas- Figure 4 : Phone End-to-End Robustness: trainable embeddings for phone labels are concatenated to framelevel filterbank features.']",2020.acl-main.217deepfigures-results.json,bar charts,2020.acl-main.217
2020.acl-main.219.pdf-Figure4.png,"Figure 4: Human evaluations on IMAGE-CHAT. Engagingness win rates of pairwise comparisons between human utterances and TRANSRESNETRET (ResNet152 or ResNeXt-IG-3.5B) or TRANSRESNETGEN , comparing over the rounds of dialogue.",[],2020.acl-main.219deepfigures-results.json,bar charts,2020.acl-main.219
2020.acl-main.219.pdf-Figure5.png,"Figure 5: IGC Evaluations. The best model from Mostafazadeh et al. (2017) is compared to our best TRANSRESNETRET and TRASNRESNETGEN models. On the left, annotators ratings of responses from the models are shown as a percentage of the annotators ratings of human responses. On the right, BLEU-4 scores on the response task are shown.",[u'. we then scale that by the score of human authored figure 5 : igc evaluations.'],2020.acl-main.219deepfigures-results.json,bar charts,2020.acl-main.219
2020.acl-main.222.pdf-Figure1.png,"Figure 1: Human evaluations on Image Chat and Wizard of Wikipedia (WoW), comparing existing state of the art models with our All Tasks MT conversational agent. Engagingness win rates are statistically significant in all three matchups (binomial test, p < .05).","[u'The results, given in Figure 1 , show our method outperforming the existing state of the art generative models on all', u'. in figure 1 , we compare our all tasks mt image+seq2seq model to existing baselines from both tasks; to produce those outputs, we used beam search with a beam size of 10 and tri-gram blocking.']",2020.acl-main.222deepfigures-results.json,bar charts,2020.acl-main.222
2020.acl-main.244.pdf-Figure1.png,Figure 1: Pretrained Transformers often have smaller IID/OOD generalization gaps than previous models.,"[u'. figure 1 : pretrained transformers often have smaller iid/ood generalization gaps than previous models.', u"". for instance, figure 1 shows that the lstm model declined by over 35%, while roberta's generalization performance in fact increases.""]",2020.acl-main.244deepfigures-results.json,bar charts,2020.acl-main.244
2020.acl-main.244.pdf-Figure2.png,"Figure 2: Generalization results for sentiment analysis and reading comprehension. While IID accuracy does not vary much for IMDb sentiment analysis, OOD accuracy does. Here pretrained Transformers do best.","[u'we find that model distillation can reduce robustness, as evident in our DistilBERT results in Figure 2 . This highlights that testing model compression methods for BERT', u"". see figure 2 's results.""]",2020.acl-main.244deepfigures-results.json,bar charts,2020.acl-main.244
2020.acl-main.244.pdf-Figure3.png,"Figure 3: The IID/OOD generalization gap is not improved with larger models, unlike in computer vision.",[u'. figure 3 shows that larger bert and al-  bert models do not reduce the generalization gap.'],2020.acl-main.244deepfigures-results.json,bar charts,2020.acl-main.244
2020.acl-main.244.pdf-Figure4.png,"Figure 4: We feed in OOD examples from out-of-distribution datasets (20 Newsgroups, Multi30K, etc.) to SST-2 sentiment classifiers and report the False Alarm Rate at 95% Recall. A lower False Alarm Rate is better. Classifiers are repurposed as anomaly detectors by using their negative maximum softmax probability as the anomaly score OOD examples should be predicted with less confidence than IID examples. Models such as BoW, word2vec averages, and LSTMs are near random chance; that is, previous NLP models are frequently more confident when classifying OOD examples than when classifying IID test examples.","[u'. partial results are in figure 4 , and full results are in the appendix.']",2020.acl-main.244deepfigures-results.json,bar charts,2020.acl-main.244
2020.acl-main.245.pdf-Figure4.png,"Figure 4: Histogram of |B(x)| for SST-2 and RTE. SST-2 has the highest percentage of inputs x where |B(x)| = 1, while RTE has the least. On both datasets, |B(x)| < 9 for most x, and |B(x)| = 1 on a plurality of inputs.","[u'. figure 4 plots the distribution of |b  (x)|, across test examples in sst-2 and rte, where b  (x) is the set of encodings that are mapped to by some perturbation of x.']",2020.acl-main.245deepfigures-results.json,bar charts,2020.acl-main.245
2020.acl-main.252.pdf-Figure1.png,Figure 1: Number of parallel and monolingual training samples in millions for each language in WMT training corpora.,[u'. the distribution of our parallel and monolingual data is depicted in figure 1 .'],2020.acl-main.252deepfigures-results.json,bar charts,2020.acl-main.252
2020.acl-main.263.pdf-Figure2.png,"Figure 2: Comparison of inflectional distributions for SpanBERTSQuAD 2. The adversarial distributions include only examples that degrade model performance. To make the best use of limited space, we omit the RBR, RBS, and NNPS tags since they do not vary much across distributions. Full figures in Appendix D.","[u'. figure 2a illustrates the overall distributional differences in inflection occurrence between the original and adversarial examples found by morpheus for squad 2.0.', u'times each inflection is used in this adversarial dataset, giving us the inflectional distribution in Figure 2a .', u"". algorithm 2 in appendix c details our approach and figure 2b depicts the training set's inflectional distribution before and after this procedure.""]",2020.acl-main.263deepfigures-results.json,bar charts,2020.acl-main.263
2020.acl-main.263.pdf-Figure4.png,Figure 4: Effect of shuffling the inflection list on the adversarial distribution. We observe that shuffling the inflection list induces a more uniform inflectional distribution by reducing the higher frequency inflections and boosting the lower frequency ones.,"[u'. in order to increase overall inflectional variation in the set of adversarial examples, getinflections shuffles the generated list of inflections before returning it (see figure 4 in appendix).', u'. figure 4 : effect of shuffling the inflection list on the adversarial distribution.']",2020.acl-main.263deepfigures-results.json,bar charts,2020.acl-main.263
2020.acl-main.263.pdf-Figure5.png,Figure 5: Full versions of Figure 2,[],2020.acl-main.263deepfigures-results.json,bar charts,2020.acl-main.263
2020.acl-main.267.pdf-Figure5.png,"Figure 5: Class distributions of datasets. For IMDB, Amazon and Yelp, darker colors indicate higher ratings.",[],2020.acl-main.267deepfigures-results.json,bar charts,2020.acl-main.267
2020.acl-main.283.pdf-Figure4.png,Figure 4: Results on tail labels in nDCG@k.,"[u'. figure 4 shows the results of the five deep learning based mlc methods,  xml-cnn, sgm, reggnn, nlp-cap and hypercaps.']",2020.acl-main.283deepfigures-results.json,bar charts,2020.acl-main.283
2020.acl-main.283.pdf-Figure5.png,"Figure 5: Results of ablation test on EUR-LEX57K in P@k. L denotes local capsules, G denotes global capsules, H denotes HDR.","[u'. figure 5 shows the results on eur-lex57k in terms of p@k with k = 1, 3, 5.']",2020.acl-main.283deepfigures-results.json,bar charts,2020.acl-main.283
2020.acl-main.286.pdf-Figure4.png,Figure 4: Top-1 sensitivity by diseases.,[],2020.acl-main.286deepfigures-results.json,bar charts,2020.acl-main.286
2020.acl-main.286.pdf-Figure5.png,"Figure 5: The accuracy of ECNN-PGM-E using different types of features. Gyn and Res represent gynaecology and respiration, respectively. MI and Occ are mutual information and occurrence, respectively.",[u'. we randomly select 50 testing samples per department whose top-1 diagnosis prediction is correct and generate the explanation for the diagnosis prediction with res-top1 gyn-top3 res-top3 figure 5 : the accuracy of ecnn-pgm-e using different types of features.'],2020.acl-main.286deepfigures-results.json,bar charts,2020.acl-main.286
2020.acl-main.289.pdf-Figure4.png,Figure 4: Comparative results of our variant model that removes the clause pair representation learning and ranking component (denoted as RANKCP w/o Rank) and our full model RANKCP.,[],2020.acl-main.289deepfigures-results.json,bar charts,2020.acl-main.289
2020.acl-main.307.pdf-Figure2.png,Figure 2: Mean classification accuracy percentages (with SD in parentheses) over 10 replications.,[u'. figure 2 summarizes the complete experimental results.'],2020.acl-main.307deepfigures-results.json,bar charts,2020.acl-main.307
2020.acl-main.309.pdf-Figure3.png,"Figure 3: An ablation study to see the performance of models trained with reduced explicit negative examples (token-level and construction-level). One color represents the same models across plots, except the last bar (construction-level), which is different for each plot.","[u'Results Figure 3 is the main results. Across models, we restrict the evaluation on four nonlocal dependency constructions,']",2020.acl-main.309deepfigures-results.json,bar charts,2020.acl-main.309
2020.acl-main.331.pdf-Figure3.png,Figure 3: BERT for news representation.,[],2020.acl-main.331deepfigures-results.json,bar charts,2020.acl-main.331
2020.acl-main.345.pdf-Figure3.png,Figure 3: Comparison of phone focus across layers for various accents.,"[u'. figure 3 shows this quantity, averaged over all phones in all the utterances for each accent.', u'seen to reduce the phone focus the most, uniformly across all accents (as shown in Figure 3 , it is also seen to segregate accent information the most, recovering accent information ""lost""']",2020.acl-main.345deepfigures-results.json,bar charts,2020.acl-main.345
2020.acl-main.365.pdf-Figure2.png,"Figure 2: Evolution of usage type distributions in the period 19102009, generated with occurrences of coach, tenure, curtain and disk in COHA (Davies, 2012). The legends show sample usages per identified usage type.","[u"". for example, occurrences of curtain are clustered into four usage types (figure 2c ): two of these correspond to a literal interpretation of the word as a hanging piece of cloth ('curtainless windows', 'pulled the curtain closed') whereas the other two indicate metaphorical interpretations of curtain as any barrier that excludes the free exchange of information or communication ('the curtain on the legal war is being raised')."", u"". this holds, for example, for the word tenure, whose usages in phrases such as 'tenure-track faculty position' are present in two distinct usage types (see figure 2b )."", u'. this is the case, for example, for coach, where the frequency decrease of a usage type is gradual and caused by technological evolution (see figure 2a ).', u'. the usage type capturing tenure of a landed property becomes obsolete; however, we obtain a positive mean ed caused by the appearance of a new usage type (the third type in figure 2b ).', u"". as an example, figure 2d shows how, starting from the 1950's and as a result of technological innovation, the word disk starts to be used to denote also optical disks while beforehand it referred only to generic flat circular objects."", u'. figure 2c allows us to see when the metaphorical meaning related to the historically charged expression iron curtain is acquired.', u'. for example, curtain yields a rather low apd score due to the low relative frequency of the novel usage (figure 2c) .']",2020.acl-main.365deepfigures-results.json,bar charts,2020.acl-main.365
2020.acl-main.370.pdf-Figure2.png,Figure 2: Comparison of A-distance of different models.,[u'. results are shown in figure  2 .'],2020.acl-main.370deepfigures-results.json,bar charts,2020.acl-main.370
2020.acl-main.371.pdf-Figure1.png,Figure 1: Argument coverage per number of key points.,[u'. figure 1 examines the impact of the number of key points on argument coverage.'],2020.acl-main.371deepfigures-results.json,bar charts,2020.acl-main.371
2020.acl-main.372.pdf-Figure1.png,"Figure 1: Our emotion categories, ordered by the number of examples where at least one rater uses a particular label. The color indicates the interrater correlation.","[u', and Figure 1 . See Appendix B for more details on our multi-step taxonomy selection procedure.', u'. figure 1 shows the distribution of emotion labels.', u'. figure 1 shows that gratitude, admiration and amusement have the highest and grief and nervousness have the lowest interrater correlation.', u'. we find that those emotions that are highly significantly associated with certain tokens ( gratitude with ""thanks"", amusement with ""lol"") tend to have the highest interrater correlation (see figure 1 ).']",2020.acl-main.372deepfigures-results.json,bar charts,2020.acl-main.372
2020.acl-main.372.pdf-Figure4.png,Figure 4: Softmax weights of each BERT layer when trained on our dataset.,"[u'. we find that all layers are similarly important for our task, with center of gravity = 6.19 (see figure 4 ).']",2020.acl-main.372deepfigures-results.json,bar charts,2020.acl-main.372
2020.acl-main.372.pdf-Figure5.png,Figure 5: Number of emotion labels per example before and after filtering the labels chosen by only a single annotator.,"[u'. figure 5 shows the number of emotion labels per example before and after we filter for those labels that have agreement.', u'. in practice, since most of our examples only has a single label (see figure 5 ), our confusion matrix is very similar to one calculated for a single-label classification task.', u'though the training data only includes a subset of the labels that have agreement (see Figure 5 ).']",2020.acl-main.372deepfigures-results.json,bar charts,2020.acl-main.372
2020.acl-main.375.pdf-Figure4.png,"Figure 4: UAS accuracy for the average models (BERT 13, ELMo 3) on incoming dependencies of different part-of-speech categories.",[u'. figure 4 shows probe accuracy for different models (bert/elmo) and syntactic representations (ud/sud) when attaching words of specific part-of-speech categories to their heads.'],2020.acl-main.375deepfigures-results.json,bar charts,2020.acl-main.375
2020.acl-main.378.pdf-Figure1.png,Figure 1: Reranking 100 samples of dev set sentences generated by discriminative non-incremental model.,"[u'The results in Figure 1 show that the gap between incremental and non-incremental models is around one point of F1-score.', u'. figure 1 shows that while mbr does not make any significant difference for the non-incremental model, it makes a huge difference for the incremental models.']",2020.acl-main.378deepfigures-results.json,bar charts,2020.acl-main.378
2020.acl-main.39.pdf-Figure6.png,Figure 6: SeqAcc for the Location Attender and best baseline on the Long Lookup Tables task (10 runs).,[u'. figure 6 shows the seqacc of the location attender against the strongest baseline (transformer attention).'],2020.acl-main.39deepfigures-results.json,bar charts,2020.acl-main.39
2020.acl-main.39.pdf-Figure7.png,Figure 7: SeqAccBE for the Location Attender and best baseline on the Long Lookup Tables task (10 runs).,"[u'. figure 7 shows that the model outputs are always correct but that it often terminates decoding too soon, which we will refer to as the <eos> problem.']",2020.acl-main.39deepfigures-results.json,bar charts,2020.acl-main.39
2020.acl-main.39.pdf-Figure8.png,Figure 8: SeqAccBE (5 runs) for the Mix Attender and best baseline on the reversed lookup tables (reverse) and lookup tables with noisy start (noisy).,"[u'. figure 8 shows that when considering seqaccbe, the mix attender is able to extrapolate well in the noisy setting and a little in the reverse setting.']",2020.acl-main.39deepfigures-results.json,bar charts,2020.acl-main.39
2020.acl-main.487.pdf-Figure2.png,Figure 2: Frequency with which word suggestions from BERT produce negative sentiment score.,[u'. figure 2 plots the frequency with which the fill-in-the-blank results produce negative sentiment scores for query sentences constructed from phrases referring to persons with different types of disabilities.'],2020.acl-main.487deepfigures-results.json,bar charts,2020.acl-main.487
2020.acl-main.591.pdf-Figure4.png,"Figure 4: Accuracy breakdown w.r.t. constituent height in unbiased trees derived from the syntactic task distances in our model (top) and the language modeling distances (bottom). A constituent is considered as correct if its boundaries correspond to a true constituent. The constituents heights are those in the predicted tree. Since constituents that represent the whole sentence always have correct boundaries, they are excluded from the calculation.","[u'. in the top part of the figure, we see the parse produced from the l syd distances of our model, in the middle the tree produced the l lm distances and, on the bottom, the gold standard tree.']",2020.acl-main.591deepfigures-results.json,bar charts,2020.acl-main.591
2020.acl-main.622.pdf-Figure3.png,Figure 3: Performance on the development set of the CoNLL-2012 dataset with various number of speakers. F1(Speaker as feature): F1 score for the strategy that treats speaker information as a mention-pair feature. F1(Speaker as input): F1 score for our strategy that treats speaker names as token input. Frequency: percentage of documents with specific number of speakers.,[u'strategy in Wiseman et al. documents according to the number of their constituent speakers in Figure 3 . Results show that the proposed strategy performs significantly better on documents with a larger'],2020.acl-main.622deepfigures-results.json,bar charts,2020.acl-main.622
2020.acl-main.627.pdf-Figure7.png,Figure 7: Performances on different argument label.,[u'. figure 7 shows the results.'],2020.acl-main.627deepfigures-results.json,bar charts,2020.acl-main.627
2020.acl-main.627.pdf-Figure9.png,Figure 9: Performances on different argument label.,[],2020.acl-main.627deepfigures-results.json,bar charts,2020.acl-main.627
2016.jeptalnrecital-jep.27.pdf-Figure1.png,"FIGURE 1: valeurs de F1 par groupe (enfants CI et NH), par condition (production et rptition), et par degr de hauteur de la voyelle",[],2016.jeptalnrecital-jep.27deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.27
2016.jeptalnrecital-jep.27.pdf-Figure3.png,"FIGURE 3 : valeurs de F2 par groupe (enfants CI et NH), par condition (production et rptition), et",[],2016.jeptalnrecital-jep.27deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.27
2016.jeptalnrecital-jep.43.pdf-Figure4.png,FIGURE 4 : valeur des formants F2 et largeur de bande pour les 3 voyelles aux 2 temps opratoires,[],2016.jeptalnrecital-jep.43deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.43
2016.jeptalnrecital-jep.60.pdf-Figure5.png,FIGURE 5: Dures de S1 (en blanc) et de S2 (en gris) des mots dissyllabiques dans la tche de lecture pour les 12 locuteurs SLA.,[],2016.jeptalnrecital-jep.60deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.60
2016.jeptalnrecital-jep.64.pdf-Figure2.png,"FIGURE 2 : F1 de V1 (ajustes par le modle, moyenne et erreur type) en fonction de laperture de V2, du corpus et des interfrences orthographiques.","[u"". comme illustr figure 2 , l'effet du corpus sur l'hv interagit avec les contraintes orthographiques : si l'on ne considre que les voyelles v 1 non marques orthographiquement, l'hv ressort comme plus importante dans le corpus de parole conversationnelle par rapport au corpus journalistique.""]",2016.jeptalnrecital-jep.64deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.64
2016.jeptalnrecital-jep.64.pdf-Figure4.png,"FIGURE 4 : F1 de V1 (ajustes par le modle, moyenne et erreur type) en fonction laperture de V2 et de la prsence ou non dun schwa sousjacent.","[u'Elle montre galement une interaction significative entre ApertureV 2 et SchwaIntervocalique (p<0.05), illustre par la Figure 4 . On remarque que les modulations de F1 en fonction de V 2 sont plus']",2016.jeptalnrecital-jep.64deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.64
2016.jeptalnrecital-jep.65.pdf-Figure1.png,"Figure 1 : Distribution des rangs (de 1  72, en ordonnes) obtenus par chaque locuteur (Sp1, Sp3 ; Sp5 & Sp7) en fonction des types de scores (L2, Zr & AX). Les points reprsentent le rang moyen de chaque locuteur pour les 18 noncs imits.","[u'. la figure 1 montre la distribution des rangs pour les trois types de scores, qui donneront par la suite lieu  un calcul de corrlation.']",2016.jeptalnrecital-jep.65deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.65
2016.jeptalnrecital-jep.67.pdf-Figure3.png,"FIGURE 3  Dure moyenne des voyelles en fonction du style de parole (laboratoire, prpar, spontan)",[],2016.jeptalnrecital-jep.67deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.67
2016.jeptalnrecital-jep.68.pdf-Figure2.png,"FIGURE 2: Graphique en bote  moustache reprsentant le ratio des mdianes des temps de rponse pour les essais des mots modifis par la prononciation compose, dans les diffrentes conditions dexprimentation (en laboratoire ou  lextrieur) pour les deux groupes tests (adultes et enfants).",[u'. tous les ratios sont significativement diffrents de 0 pour tous les groupes (voir figure 2) .'],2016.jeptalnrecital-jep.68deepfigures-results.json,boxplots,2016.jeptalnrecital-jep.68
2020.acl-main.699.pdf-Figure2.png,"Figure 2: Letter-value plot (Hofmann et al., 2017) showing the distribution of citation ages in the corpus, grouped by year of publication. The solid black lines denote the median, boxes correspond to quantiles.","[u'papers. 8 3 Analysis 3.1 Are more recently published papers citing more recently published papers? Figure 2 shows the distribution of the age of cited articles with respect to the year in', u'shows the distribution of citation ages, analogous to Figure 2 , but separately for each publication venue.']",2020.acl-main.699deepfigures-results.json,boxplots,2020.acl-main.699
2020.acl-main.699.pdf-Figure8.png,"Figure 8: Letter-value plot (Hofmann et al., 2017) considering only the oldest citation per paper among all papers published in a given year. The solid black lines denote the median, boxes correspond to quantiles.","[u'.1 oldest citation per paper figure 8 shows the distribution of the oldest citation per paper in our dataset.', u'. figure 8 shows that this is not really the case: the majority of papers in our dataset include a citation of age 15 or older.']",2020.acl-main.699deepfigures-results.json,boxplots,2020.acl-main.699
I17-1022.pdf-Figure1.png,Figure 1: The feature density of different types of embedding on CSLB Concept Property Norms dataset.,"[u'In Figure 1 that summarizes the result, the proposed embedding method shows higher averages and lower deviations of']",I17-1022deepfigures-results.json,boxplots,I17-1022
W10-1203.pdf-Figure3.png,Figure 3: Profile plot of MAP,"[u'and Figure 3 summarize the results for the full set of topics. Each row in', u'. figure 3 describes the distribution of map across the three text normalization techniques and three query models.']",W10-1203deepfigures-results.json,boxplots,W10-1203
W11-1415.pdf-Figure2.png,"Figure 2: Box plots showing the minimum, first quantile, median, third quantile, the maximum and the outliers for the scores assigned to each text","[u'. figure 2 clearly shows the variability in the scores assigned to the texts.', u'. a resulting text pair then consists figure 2 : box plots showing the minimum, first quantile, median, third quantile, the maximum and the outliers for the scores assigned to each text of two texts, accompanied with an assessment that designates which of the two texts is easier than the other one, and to what degree.']",W11-1415deepfigures-results.json,boxplots,W11-1415
